Å°,¸ö¹«°Ô
167.6,51
154.7,46
159.4,53.2
161.6,76.3
162.5,55
158.8,49.3
155.2,41
160.8,42.8
167,56
177.9,62.1
152.7,46
163.4,45.2
153.4,46.7
160.7,47.4
159.2,77.9
155.5,36.6
159.2,50.5
161.2,46.8
150,38.9
148.8,40.2
163.6,47.2
153.3,43.6
166.2,46.8
163.6,63.6
159.3,43.6
157.6,57.7
160,65.7
164.2,54.6
156.5,48.5
155.2,45.1
172,60.1
173.6,63
158,76
172.8,64
166,64.5
170.9,48
167.3,70.3
164.4,59.5
162.5,43.6
156,45.3
158.1,64.4
155.4,56
153.5,60
163.1,54
159.3,49
158.2,50
161.8,39.8
163.1,58
154.8,40.8
156,48
162.5,48.4
152.8,35
157.3,51.8
156.2,46
150.9,45
157.4,39.4
162.8,45.1
156.3,43.2
158.2,49.3
159.6,41.6
166.5,46.3
154.1,58
152.7,55
166.1,47.2
167.3,78.4
167.8,64.4
172.7,91.9
177.2,52.5
163.4,52.7
165.8,83
167.2,54.1
167.7,56
176.9,89.4
169,72
163.7,51.7
157,47
154,41.2
144.1,47.4
167.6,47.5
165,51
162.4,68
163.5,60
161.1,57.9
167.4,52.2
154.5,65
163.1,51.1
171,61
164,52.4
161.3,81.6
161,72.6
165.4,54
158,63
164.7,67
157,47
157,53
176,53
166.4,55.1
157.4,68
147.8,36.9
149.3,41.7
155.6,56.2
146.9,44.8
150.1,42.1
142.3,29.4
165.2,68
161.8,46.4
162.2,55.2
157.9,53.9
152.2,40
151,60
155.5,58
165.3,44.3
155.3,57.5
160.6,63
161.3,54.7
157.8,44.6
155.8,55
159.9,55.6
136.6,26.8
150.7,38.3
159.8,47.9
167,65.4
167,58.5
148.8,41.8
151.6,41.2
156.1,42.5
165.8,47
164.9,52.9
158.1,51.7
172.1,63.5
164.1,50.5
163.3,62.6
169,60.4
157,43.7
159.1,41.8
174.4,61.4
164.9,62.1
156.6,47.5
159.1,52.3
161.2,59.7
163.4,59.8
157.5,57.1
155.3,46.9
159.6,47.6
154.7,50.1
159.5,56.4
157,57.9
159.2,45.7
167.1,52.2
162.2,53.7
168,43.4
147.6,35.7
163.9,55.9
160.9,62.8
170.5,59.7
166,52.6
172.6,53.4
175.6,55.3
168.7,49.9
171.8,55.2
177.2,57.8
170.5,58.5
170.2,65.4
170.3,82.2
160.8,49.2
162.1,41.8
165.5,66.3
162.3,70.7
176.6,72.6
150.8,53.7
171.1,65.3
159,51
165.8,60.5
153.8,58.3
165.2,52.8
153.8,43
157.8,40.3
151.5,54.4
171.7,69.1
151.2,45.6
154.8,48.5
158.2,51.9
156.3,51.4
167,57.2
149.4,50
150.6,40.5
164.6,54.9
146.2,33.8
155.1,43.5
157.5,48.3
152.7,53.4
153.1,49.7
143.6,39.4
166.8,77.6
153.9,56.5
165.2,64.2
162.6,51.4
165.3,59.9
147.6,36
156.7,54.9
155.3,49.9
160,47.2
156.2,49
150.9,49.7
148,42.1
159.9,47
144.4,51
158.1,57.4
155.8,69
153,56
157.5,49.8
163.3,49
164.8,61.6
161.2,44.6
164.2,72
150.7,40.8
167,65.4
168.6,68.7
170.8,67
168.6,76
150.1,47.5
153,51.2
162,66.7
168.8,56
157.4,74.5
167.1,95
155.4,53
143.9,41.4
156.2,76.5
159.3,55.7
158.8,63
157.9,51.3
157.3,49
164.6,63.1
162,84
167.3,57.8
173,68.5
159.6,45.7
165,62.9
157.8,57.3
155,67.3
172,62
164.2,79.3
156,42
168.9,78.1
173.8,75.2
178.4,54.7
166.2,41.4
151,40.3
156,52.6
156.4,47.7
157.2,43
152.9,58.2
158.5,40.7
177.7,78.5
149.8,56
166.5,54.2
164.9,69.6
155.7,55.5
161.6,61.9
149.9,50.5
157.2,55
156.1,49.1
168,77
164,53
154,39
151,56
160,55
165,48
166,53
152,38
166,77
164,48
161,50
161,63
158,45
159,45
160,47
162,62
152,41
157,51
158,55
162,63
158,44
161,47
160,47
172.6,65.1
177.2,63.4
153,37.2
161,53
166.5,51.6
172.1,67.4
148.7,45.6
167.5,65.3
151.3,33.2
159.3,61.6
174,72.2
169.6,64.6
167.9,74
165.8,49.7
172.6,60.1
154.3,54.2
155.7,49
157.4,57.3
155.2,48
159.1,73
157.2,67.3
159.6,63.8
157.3,55
149.4,39.8
153,52
150.4,57.5
163.1,69.7
169.5,56.6
163.9,57.1
165.6,46.1
164.6,42.4
159.7,40.9
176.9,61.9
167,58.7
167.6,56.5
166.4,65.2
169.9,60.5
170.3,84
158.3,81.6
157.3,59.7
167.4,53.8
174.9,75
172.4,71.1
170.7,50.9
177.6,77.8
164.3,44.7
170.5,58.9
177.7,82.9
155.5,42
159.9,59.4
159.1,58.8
158.2,47.4
160.4,58.2
155.5,49.9
160.4,60.4
153.4,61.1
158.3,48.8
160.9,55.8
163.7,58.3
162.3,81.7
161.8,59.6
162.3,51
165.2,44.3
166.5,51.8
154,50.1
161.5,54.3
155.3,61.3
168.7,47.9
161.5,52.8
161.6,46
160.4,77.1
150,47.7
166.5,67.3
160,47.3
157.6,65.9
150.5,49.6
169.4,66.4
157,54.5
156.1,48.8
162.5,55.9
151.7,49.7
155.8,53.4
163.3,42.4
167.1,57.6
159.4,55.3
155.8,53.8
169.7,72.4
168,52.8
157.9,48.4
163,52.8
154,45.3
163,52
163.6,39.8
153.4,72.9
167.9,69.1
170.7,67
167.7,57.6
171.7,53.8
157.2,55.3
161.4,76
160.4,45.5
164.6,53.8
151,44.2
160,63
165.7,46.6
155.1,52.6
159.4,45.8
159.9,53.9
162.9,56.3
159.4,50.1
160.2,50.8
170.2,65.7
159.5,42.6
166.1,73.9
162.2,47.5
164.2,59.2
159.2,51
168.1,56.1
153.1,47.8
164.5,53.5
159.1,44.9
159,64.6
158.7,58.4
161.7,60.5
161.2,57.9
163.9,59
160,48.3
156.6,51.8
164.3,54.3
166.8,57.9
162.5,51
159.8,56.8
159.4,50.4
163.5,55.5
163.6,53.4
162.7,48.7
159.3,55.7
163.1,54.8
170.5,61.3
156,43.7
157,47.3
167.4,62.5
160.2,50.2
160.9,48.7
164.2,50.2
157.9,40.9
163.3,52.4
161.6,55.2
153,55.5
165.5,52.8
168.6,86.8
167.2,63.2
154.7,57.7
153.7,38.8
159.1,52
167.8,65.5
166.7,76.8
172.1,58.9
162,49
171,75.2
161.5,64.7
164.6,57.2
158.8,51
167.6,60
159.4,71.2
164,53.2
168.5,56.6
161,55.1
157.7,59.9
163.3,45.8
162.8,48.7
164.4,57.2
157.3,54.5
157.8,59.9
171.4,68.1
163.8,58.7
160.6,62.3
156.1,66.2
160.7,55.4
162.6,57.6
152.7,44.3
162.9,51.5
157.6,50.8
163.6,56.5
157.3,56.2
159.9,50
151,44
160.4,55
160.4,68.1
166.5,49.8
162.2,65.4
155.7,48.8
164.9,55.6
161.4,52.4
160.3,52.5
169.6,55.6
168.1,65.5
158.6,50.9
158.2,52.3
160.4,46.4
160.8,71.7
163,58.3
155.8,45.8
160.3,54.1
169.5,54
162.1,56.1
158.1,57.4
165.4,53.5
166.5,56.3
162,51.3
163.4,50
155.3,40.5
157.3,53.8
161.2,52.9
161.8,56.8
159,57.3
153,41.7
165.7,57.5
162.5,49.3
161.4,52.7
155.1,55.6
163.7,47.1
158.1,52
171.1,50.9
154.8,49.2
166.8,59.3
156.4,57.6
162.4,77.1
158.1,53.4
163.8,57
166.1,74
158.8,72
154.3,55.9
174,56.5
154.2,47.3
162.3,56.1
159.7,54.2
161.5,62.1
160.9,58.2
153.7,47.3
164.7,51.3
157.1,49.9
163.8,74.6
161.2,54
161.4,58.3
164.3,62.5
156.3,41.9
168.3,55.3
162,54.4
171.2,78.5
169.7,58.7
165.1,84.5
159.2,67
155.2,46.4
163.4,70.2
159.2,52
153.7,59.7
164.6,58.6
156.8,57
162,65
162.5,51
177,67
169.8,62
153,46
155,55.5
161.8,70
156.1,55.8
165.1,55
156.3,65
165.3,57.5
169.6,55.5
160,47
159,48
155.6,51
166.1,54
159,48
161.7,44.5
160.5,50
167.3,48
159,83.5
158.5,62
161.5,52
157.6,48
168.3,59
170,73
161.6,68
168.3,77.5
158,62
164.2,50
161.2,47
157,55.8
154.5,55
168.2,63.5
158.4,49.9
163.6,56.9
159.9,52.8
159.7,71.1
151.1,57.4
161.7,45.6
153.6,45.4
163.1,53.4
155.8,44.2
165.9,49.7
165.9,55.9
162.1,44
159.1,42.4
162.8,63.1
152.8,49.3
154.1,51.1
156,52.4
162.6,59.4
167.9,57.1
166.4,50.7
159.1,59.1
156.9,56.8
161.5,64.6
160,50.3
156.3,51.5
157.6,48.7
168.3,49.8
173.1,91
157.8,46.2
158.1,50.8
152.2,45.4
161.2,56.3
157.6,44.3
154.9,53.4
157.8,53.8
167.4,55.2
157.6,67.7
162.7,57.4
164.2,58
163,48.4
161.5,64
163.3,67.2
163.6,68.3
159.3,40.9
167.8,50.2
146.4,46.3
168.8,55.9
155.3,57.7
167.3,66.1
159.5,49.5
167.1,48.2
158.5,68.7
158.3,51.4
160.7,57.2
161.9,47
158.1,47.3
164.1,53.8
163.9,53.6
153.3,54.2
153.1,40.5
150.7,72.9
169.9,57.3
156.3,46
167.4,69.8
157.6,53
162.9,48.9
156.4,63
167.8,60.1
165.4,62.7
163.7,56.5
158.2,73.4
165.8,49
164.5,71.2
161.9,48
166.8,55.6
163.7,80.8
158.6,42.8
160.9,51.4
160.3,62.3
155.9,86.2
159.7,57
168.5,61.4
160.3,45.6
162.5,50.4
160.2,49.4
157.9,54.2
157.5,53
162,60.1
158.4,70
156,57
166.5,63.5
169.6,71.4
167.9,79
170.6,76.6
169.5,61.1
161.9,58.2
161.6,87.9
161.6,49.2
154.5,50.6
159.4,53
161.2,58.5
164.4,55
164.4,50
157.2,67.6
155.5,42.9
161.1,70.2
163.4,62.6
163.7,59.3
162,49.8
155.2,52.1
156.6,51.6
169.5,78.7
153.5,46
170,59.4
152.9,55.3
156.7,57
154.8,47.7
163.6,53.8
165.2,52.6
155.7,62.6
155.4,51.1
155.8,49
156.1,48.6
155.6,47.8
173.5,60.7
162.3,50.3
170.8,66.3
168,45
168.5,56.8
159.9,54.9
159.4,64.6
159.3,50.2
163.2,54.4
160.9,46.6
156.2,80.7
161.4,73.2
161.5,53.4
162.7,47.3
159.9,54.7
156.5,73.2
157.9,65.8
155.5,53.4
164.5,54.5
165.5,50.6
158,47.6
156,50.3
170.4,73.4
160.7,61.8
171.8,57
157.6,62.4
161.7,58.3
162.9,77.8
162.4,64.9
161.7,55.9
159.7,67.6
168.3,89
164.6,59.9
157.8,51.1
155.7,85.6
171.3,91.6
160,46.5
165.1,61.2
164,72.3
166.5,71.8
159.5,56.4
164.4,84.9
162.9,58.3
166.1,50.5
164.2,63.1
167.7,85.9
161.8,67.9
161.1,64.3
162.2,51.1
162.1,60.5
166,54.2
161,61
160,71
163,62
159,47
153,47
167,59
170,61
157,47
165,92
166,59
161,56
165,53
173,76
167,56
166,56
173,61
159,64
166,63
164,62
161,65
157,49
157,52
161,59
161,54
153,59
164,70
176,68
157,48
165,52
160,51
165,55
169,54
163,73
162,52
160.8,50.7
153.1,51.1
157.2,46.8
161.5,52.4
159.8,45.3
176.5,53.2
172.4,55.9
155.5,47.5
157.4,47.1
157.2,46.5
161.7,59.2
156.9,56
167.1,73
157.8,49.5
152.9,37.6
159.1,42
162.2,73.9
159,53.5
164.6,56.5
157.9,88.2
167.9,63.5
150.1,48.3
156.9,46
156.2,56.3
158.4,50.4
163.6,42.3
162.1,45.8
153,51.8
157.9,51.9
162.3,52.1
161.3,67.3
158.4,59.1
179,107.1
161.6,49.8
166.7,54.3
156.1,45
175.9,55.6
155.8,42.2
158,43.1
159.8,57.3
155.4,50.1
170.9,50.1
158.2,66.5
157.7,51.6
159.8,50.9
172.4,55.4
162.6,57.1
159.8,66.1
163.1,57.8
156.1,50.9
165.9,48.3
161.3,48.8
164.9,61.9
159.8,46.6
170.5,57.1
154.4,51.8
162.2,58.9
158.4,61.3
151.3,48.6
157.6,54.8
167.6,55.4
161.4,54.7
164.1,62.2
164.3,48.3
170,55
160.5,49.7
164.2,60
169.4,65.2
162.8,47.1
157.4,51.6
155.4,51.1
160.7,46.6
158.3,66.3
164.6,48.5
162.6,64.7
160,43.3
162.2,43.4
170.8,61.4
156.6,44.3
168.5,62.5
157.3,53.9
157.8,56.6
158.9,57.3
156.4,45.3
160.7,47
170.9,61.2
167.3,49.6
156.7,45.4
153,45.9
153,48.9
152.9,46.4
156.1,50.1
167.1,58.9
166.5,61.4
161.3,61.1
159,48.3
149,37.9
156.3,45.3
158.8,50.4
157.2,57.2
168.9,59.6
160.8,46
158.4,51.9
158.8,72
162.1,53
163.7,50.1
158.8,47.3
163.8,45.2
158.8,54.3
156.8,55.6
160,50
157,45.8
163.5,55.7
162,67.9
161.1,57.5
165.5,73.7
163.7,52.6
157.1,61.5
166.4,59
161.1,48.6
167.7,92.6
166.8,52.1
165.5,51.5
157.5,42.9
164.2,56.4
166.6,78.3
168.7,62.6
156.5,47.8
166.1,62
162,60.6
148.2,44.1
160.6,56.1
166.1,58
159.1,63.6
157.9,43.9
159.4,48.2
163.5,52.2
159,47
156,48.6
163.1,53
164.8,50.3
172.6,59.9
158.4,51.4
165.1,45.6
150.4,52.9
165.7,62
161.2,48
163.7,66.2
153.9,53.2
157.6,46.6
158.1,71.5
163.3,60.7
157.6,61.6
159.8,67.3
154.8,50.1
163.5,53.6
159.4,57
158.9,55.9
158.1,62.9
155.1,57.2
159.8,47.3
157.9,68.3
165,55.9
158.8,48.2
158.1,45.3
158.8,55
164.1,57.3
157.1,55.2
157.4,53.8
164,51.1
162.4,55.8
167.3,91.1
158.6,51.6
163.5,63.4
159.4,52.5
154.6,40.2
163.8,49.4
154.3,43.6
159,64.8
157,49.7
147.9,57.5
162.8,59.1
156.7,79.3
160.2,47.8
167.3,54.1
160.1,45
167.8,71
157.5,56.7
160,54
160.5,52.8
155,66.9
157.6,65.1
163.6,70.3
172.9,54.8
164.1,60.8
163.7,61.3
163.8,58
163.3,47.5
157.1,64.6
165,56.2
153,52.9
164.1,53.8
165,74.5
157.9,46
156.1,60.9
156.4,52.3
163.3,54.6
161.6,88.2
167,61.5
159,64.7
160,65
158.6,44.1
151.8,48.1
161.1,50.5
153,41.3
164,52.2
158.4,54
166.1,53.6
158.8,46
162.6,54.6
159.3,58.7
151.8,42.8
161.5,66.5
153.9,46.7
164.3,106.7
158.8,59.3
155.1,54
160.5,53.3
156.2,53.6
154.4,58.7
157.8,45
159.9,54.5
172.9,65.6
171.2,60
167.5,96.4
155.1,58.7
164.2,70.9
157.8,44.8
163.1,65
158.8,48.5
166.2,58.7
162.5,74.2
142.9,40.9
162,85.6
167.5,65.3
157,69
161.3,96.7
152.5,59.2
159.1,72.9
158.8,44.2
163.5,67.4
157.6,72.9
160.9,51
162.1,69.4
157.1,53.5
164.8,54.9
154.9,69.1
159.5,67.5
163.2,61.4
165.5,73.1
146,37.8
159.1,71
156.6,63.1
168.5,58.9
162.2,73.6
153.3,63.4
168.5,86
162.1,63.4
166.4,60.7
167.3,75.1
152,52
151.1,56
157.7,54
149.2,47
168.5,59.4
153.6,49
154.3,42
169.1,61
166.8,69.7
166.3,67.3
153.5,54.5
161.5,55.6
158,71
159,45
161,47
158,53
166,54
161,55
161,61
158,53
161,52
154,50
155,45
160,52
161,54
155,46
162,54
156,58
149,51
167,64
169,62
159,68
152,43
167,61
157,48
162,61
165,57
165,54
150,48
170.8,64.9
163.8,57.2
166.7,57.5
167.9,55.7
158.8,59.9
169.6,68.5
166.3,53.4
148.7,53.3
157.9,53.9
158.9,45.4
159.8,55.1
157.5,72.1
159.8,82.8
154.4,56.1
160.1,51.7
157.2,60.2
165.2,54.4
149.9,50
157.6,69.2
161.9,61.9
163,45.6
162.3,56
153.7,47.2
159.8,72.5
157.5,50.4
157.2,59.5
150.5,51.2
166,54.6
159.1,73.8
167,68.8
150.9,45.1
160,68
158,71.5
169,59.5
159,52.2
157.9,50.1
164,65.9
167,69.9
163.4,79.3
160.3,40.6
161.6,54.4
164.4,52.2
168.4,64.6
165.5,62.1
168.5,82.3
153.1,51
162.3,57.6
161.2,59.2
162.5,67
150.3,55.4
162.4,46.5
155,58
171,74.8
167,60.1
162.3,51.7
178.4,60.6
173.1,48.3
172.2,46
175.5,58.5
174.3,63.1
164.3,83.7
180.3,95.9
178.7,73.5
169.8,69.3
175.2,71.1
169.8,59
174.7,49.9
179.9,68.1
173.4,84.2
168.5,58.4
171.5,68.3
175.7,54.5
167.1,59.4
180.9,69.4
174.3,67.1
178.6,76.2
179.4,84.6
176.1,87.2
171,61.1
181,84.8
178.8,65.3
167.2,64.7
170.4,62.1
178.1,50.4
171.6,54
183.8,69.1
165,63.5
173.8,53.5
182.2,86
175.6,67.9
171.8,53.9
172.3,54.9
184.5,78.9
163.1,73.1
180.8,60.6
167.4,64.4
167.2,56.3
169.3,68.6
170.6,66.8
171.5,71.8
177.3,88.2
181.8,73.2
171.9,61.5
181,68.6
171.7,56.1
170,68.3
176.1,130.7
174.4,62
173.2,62.6
169.5,76.1
178.8,92.1
177.6,63.6
183.8,68.1
171.8,55.5
170.2,52.8
175.5,57.9
170,70.2
169.6,56
166.7,72.9
173,61.6
173.8,74
167.8,58.9
170.9,52.8
171.8,67.6
173.8,82.6
174.1,61.2
170.6,57.5
176.2,81
168.9,84.4
170.4,60.1
174,60.3
171.4,63.6
176.7,56.4
177.8,68.4
176.6,72.3
177.7,58.6
174.3,96.1
174.4,58.4
175.5,78.6
172.8,103
170.2,65
162.1,65.2
172.7,76
176.3,58.2
181.2,61.1
164.3,68.3
181,88.1
179.7,72.9
165,94.7
176.4,71.1
173.2,70.1
177.2,65.9
173.1,79.5
170.9,52.1
179.5,82.6
171,79.4
182.3,68.9
181.6,63.1
174.2,69.7
171.6,60.8
176,69.2
177.5,97.7
184.2,100
167.2,71.1
182.5,61.6
174.1,56.8
171.2,71.7
179.4,81.5
168.4,47.2
177.7,71
180.1,65.8
171,61.8
174,62.2
177,71.5
179,77.3
173,71.2
174,79.9
168.1,52.8
187,66
171,58.4
179.2,51.1
174,72.1
166,46.1
167.4,67.5
172,59.1
169,59.5
182,72
168.3,48
171,58.7
177.4,91.4
174,89.3
168,71
178,88.9
176,61.7
172.2,83
172,59
177,79
178.2,61.9
177,66.5
165,60
172,58
184,81
176,65
175,92
179,57
160,59
176,104
182,70
173,54
179,54
177,60
172,62
173,88
183,101
180,56
166,62
179,75
174,85
164,64
170,60
181,101
186,71
168,60
168,64
181,57
173,63
168,52
174,58
169,54
177,67
173,68
170,60
173,80
181,81
179,60
166,80
173,63
176,62
182,89
170,78
180,66
176,67
176,69
166,72
173,62
183,68
181,74
179,76
177,62
166,70
176,62
180,60
172,89
176,63
174,82
176,90
170,75
169,68
176,72
175,77
168,67
173,68
170,56
179,80
181,111
183,71
185,58
167,94.4
180.7,67.5
175.8,59.7
171.8,55.5
182.9,76.6
178.7,72.3
165.5,53.3
165.2,67.2
177.7,81.7
178.5,95
168.6,46.7
166.1,52.6
174.9,53.2
168.4,51.6
161,73.3
166.5,88.2
176.1,96.6
157.5,42.6
167.4,63.4
169,55.2
176.7,88.4
187.1,80.9
168.8,57.9
174.5,102.9
172.5,65.3
173.4,65.5
175.5,76.9
167.5,64.2
180.8,74.7
173.7,70.8
163.8,59.2
169.5,54.4
163.5,64.2
170.5,56.5
173,58.8
176.8,65.1
166.7,75.2
174.6,83.8
171.9,85.5
160.2,57.3
179.1,76.1
175.3,72.8
172,58.9
184.1,90.6
179.1,61.6
169,63.3
171.6,90.5
171.5,67.4
168.1,69.5
169.5,86.8
173.4,78.3
177.4,87.3
163.3,58.2
174.3,51.2
180.2,75.1
168.2,56.6
168.7,53.5
176.6,77
170.3,81
172.2,69.8
179.6,64.6
171.3,58.6
173.4,70
173.8,70.9
172.2,52.9
171,87.2
171.4,62
169.6,67
174.8,88.3
172,77.8
177.1,74.8
163.6,63
172.9,55
169.7,59
170.2,70.1
165.2,60.7
174.8,81.8
167.3,54.6
172.5,70.3
172.1,69.6
171.5,74.8
177.3,57.3
180.6,70.3
177.8,63.5
172.3,70.3
158.3,52.7
171.5,48.7
174.1,73.7
165.9,65.2
173.9,65.3
176.8,53.3
170.2,75
179.4,113.9
175.1,85
171.1,57
160.5,51
175,67
172.2,66
170,85
173.1,65
173.2,64
180,75
182,58
177,66
163.4,47.7
159.6,50.6
171.2,83
168,85
175.7,62.5
180.7,72
174.2,65
175.3,58
175.3,67
175,82
176.6,87
179.9,69
171.1,49
167.3,67
167.1,49
184.1,68
181,57
165.4,54
172.8,71
189.2,87.5
172.5,69
167.2,53
175.2,75.5
182.9,70.2
166,64.7
167.4,67.1
176.1,76.3
174.2,63.9
173.1,76.6
176.8,66
172.8,63.1
167.3,52.7
168.6,60.9
165.7,101.5
176.3,64.9
171.1,75.8
179.8,96.4
179.8,60.8
172,54.5
175.2,73.2
168.2,69.1
172.2,110.4
171.9,61.3
173,82
171.3,74.8
170.8,55.1
174.2,84.5
160.4,58.2
168.6,82
176.7,70.4
174.4,104.4
171.9,54.6
168.8,65.8
167.9,67.4
171,68
170,79
177,60
169,67
180,64
174,63
182,74
179,82
180,88
186,81
175,60
172,62
168,67
181,94
173,79
175,62
174,56
178,54
168,64
174,78
155,52
168,55
177,60
170,66
169,66
172,60
178,69
179,88
171,57
176,97
175,57
174,100
175.7,104
169.2,63.8
177.1,56.3
180.4,69.4
172,70
169,70
175,70
178.8,69.9
174.4,71.8
177.1,63.6
180.1,73.1
175.1,78.7
177.4,106.1
164.2,43.1
182.9,73.4
175,70
178.8,86.6
168.7,64.1
169.5,58.2
172,63
173.3,82.6
174.9,93.8
175.4,65.9
169.1,63.8
166.2,83.2
170.8,79.3
174.3,59.3
180.7,77.4
174.2,58.1
166.8,63.4
171.1,56.8
173.1,54.8
173,77
161.1,54.8
168.3,56.3
174.7,63.2
170.5,75.6
180.8,72.4
165.7,68.6
170.6,107.2
173.6,73.3
168.9,75.1
172.9,62.4
172,69.4
176.4,87.1
167.8,73.7
168.6,81.3
165.7,60.5
165.8,60.6
183.2,61.7
172.4,53.3
167.1,58.3
175.4,48.1
175.6,71.4
166.7,57.5
173.7,55.5
179.9,63.3
177.8,83.4
171.8,75
172.5,64.5
170.5,104.9
180.5,70.3
171.9,61.9
167.1,67.8
167.2,56.8
174.7,91.9
174.1,64.6
178.2,83.3
180.1,77.7
170,80
166.6,56
185.5,107.2
170,60.3
175.9,81.3
173,67
172.8,62.6
170,104.4
181.8,80.9
174.2,70.4
175.5,65.5
170,70
182.9,77
176,69.5
172.3,56.5
175,70
181.9,74
178.9,60.4
175.1,67.6
189.1,85.4
164.7,83.7
184,67
179,69
174.9,77.8
170.1,83.9
173,64.3
155.5,44.1
181.3,87.3
172.8,60.6
171.5,62.8
164.1,92.6
175.1,50.3
168.5,52.5
166,51.7
163.5,57.4
165.5,70.6
176.5,74.8
168.8,56.7
169.6,59.4
173.9,69.4
172,65.4
163.4,86.5
169.3,63
168.1,65.7
173.3,64.1
170.8,64.1
172.8,63.8
168.8,81.1
179.1,71.8
168,52
166.7,56.9
179.1,64.5
171.8,67.5
165.7,61
171.4,61.8
172.9,62.7
168.6,60
169,69.7
173,55.8
175,68.8
185,76.7
164.6,57.9
170.3,93.5
176,78.5
173.5,63.9
170.4,73.7
170.6,68.4
173.8,52.5
170.2,48.5
185,77.8
172.7,83.2
167.9,84.4
171.1,64.5
168.1,67
172.6,67.6
179.4,66.4
184,67.5
160.9,59.3
177.3,112
165.8,56.9
179.5,82.2
173.8,66.1
177.4,57.2
175.1,68.6
177.8,60.8
175.5,90.3
168.9,54.4
194.2,79.5
157.7,62.4
174.3,70.2
178.9,78.4
173.4,75.7
160.4,42.7
172.3,55.7
169.1,61.1
181,76.5
177.3,86.6
164,77.9
174.9,66.6
175.9,61.3
167.6,55.4
178.4,61.2
172.1,72.4
173.8,65.2
168.8,69.3
169.9,74.7
182.2,69.9
178,67
173,62.6
168.2,61.5
178.4,114.9
173.8,77.5
182,67
175,59
167,68
175,63
176,51
167,68
178,75
172,51
173.6,91
168,54
166,65.6
168,62.7
176,94.7
172,63
178,57
182,68
176,77
175,65
177,87
173,63
172,60
183,58.7
168,95
167,54
172,56.9
171,81
170,51
175,65
164,54
171,54
174,87
184,85
178,57.2
171.9,70.1
164.2,52.4
171.8,58
169.3,63.1
173.5,71.2
165.5,73
172.8,56.8
180.3,112.2
186.5,83.1
177.9,56.9
177.7,54.5
172.6,61
172.5,61
177.2,52.5
169.5,60.1
165.7,62.3
173.3,61.1
173.4,71.6
175.8,75.1
164.2,56.2
175.5,52.4
176.6,81.3
175,103.6
169.3,78.2
172.6,60.1
179.8,87.7
172.8,58.4
173.7,85.2
172,80
170.2,60.1
168.3,68.7
168.3,72.5
172,81.5
170.3,91.5
164.3,72.9
177.6,92.6
179.3,96.8
180.1,80.1
167.3,74.9
168.6,81.9
170.9,57.9
169.1,64.5
182.4,65.2
161.5,79.8
168.2,63
174.1,71.5
166.5,53.3
176.3,125.4
172.9,73.2
170.1,50.6
174,72
175.3,66.2
170.5,63.8
179.1,67.8
164.9,57.3
170.1,64.4
175.6,75
165.8,57.8
183,85.1
169.7,69.1
170.7,59.9
178.6,74.4
184.2,68.9
175.4,70.7
168.9,50.6
172.5,72.8
180.3,82.6
178,66
167,69
178,61
175,90
170,84
182,95
169,73
170.4,56
176.4,71
172.1,51
176,67
170,55
170,50
170,71
173.2,54
175,74
136,28
166.2,57
171,77
175,68
167,52
166,57
171.2,71
172,105
158,42
175.8,71
185.3,103.8
161.2,71.8
165.2,59.4
174.1,61.3
164.6,51.9
177,79
181.8,72.2
173.6,68
173.7,59.4
176.7,69.3
177.2,72.8
169.2,55.7
175.5,60.9
177.2,99.6
171,82.9
166.5,89.7
165.1,54.1
165.5,92.2
167.1,52.6
168.3,70.7
174.8,67.4
181.2,80.8
170.9,54.5
162.4,53.8
186.7,118.3
176.1,82.4
183.4,57.1
170.4,65.2
176.6,83.7
178,62
177.6,59
181.8,72.1
175.8,64.3
178.8,75.9
168.9,56.1
171.8,61
172.5,61.6
161.2,61.5
169.4,75.3
167.6,65.2
169.2,62.3
175.6,75.6
168.9,65.5
176.4,56.9
173.9,62.5
171.5,62.4
184.5,74.2
171.9,67.1
174.4,63.2
176.1,67.9
172.4,73.8
167.8,85.2
167.3,82.7
173.6,54.1
166.8,63
182.6,74
167.7,60.1
177.5,71.1
185.3,58.1
173.2,83.4
186.4,86.6
162.9,68
183.3,68
191.1,88.5
170,67.4
178.9,70.5
168.7,46.3
163.5,83.6
182.5,79.3
171.2,58
164.8,51
168.3,55.6
160.2,66.4
173.8,58.4
175.1,94.5
170.4,54.8
177.5,56.9
175.6,73.2
169.3,69.9
175.6,82.2
167.6,66.1
169.8,54.7
171,53
174.8,75.1
182.1,90.4
167.1,53.9
176.8,55.9
169.7,61
180,64.3
163.7,50.6
171.9,59.2
180.6,83.9
171.9,59.2
180.6,83.9
155.6,65
168.1,56.4
149.7,44.7
162.4,73.8
155.4,63.9
158.9,53.2
163.2,63.4
169.7,57.6
161.8,48
160.8,49.2
164.6,47.7
167.8,69.4
159.9,49.8
158.9,46.8
164.7,79
157.3,51.8
160.9,50.6
152.9,52.6
162.4,65.8
157.2,51.7
156.8,48.7
166.5,62.2
156.5,46
170.2,62.7
168.5,57.9
158.5,63.2
162.6,48.6
158.9,46.7
161.8,48.9
152.9,47
157.7,43.9
160.7,67.6
157.1,46.9
166.9,55.6
154.8,46.8
161.3,70.9
161.3,70.9
168.4,58
175,53.4
175.8,70.3
179.3,61.6
169.8,57.3
166.7,70.7
182,84.4
168.5,57.6
174.8,77.8
178.2,76.9
176.5,56.2
171.3,61.1
177.1,78.2
